Protein IDs,Symbols,log2FC,adj.pvalue
Q969M7;C9J9P8;C9J212;H9KVB9;H3BSR4;F8WD80;F8WDQ9;C9JSK8;C9JFD2;F8WB39;H3BUI7,UBE2F;UBE2F-SCLY,1.03891499378172,0.124484
P46776;Q6NZ52;E9PLL6;Q9BQQ5;E9PJD9;E9PLX7,RPL27A,-0.55948271587566,0.16613
Q9NXG6;H7C153,P4HTM,-1.03231180053922,0.0414235
P41208,CETN2,1.29764954489389,0.0101372
O75792;Q6UQL6;Q6IBG3,RNASEH2A,-0.87378819300338,0.0803878
O43286,B4GALT5,1.43057471887167,0.0241237
Q92887,ABCC2,0.87375070331724,0.1431
B2RAF9;Q9Y5Y6;B4DYI7;Q8WVC1,ST14,0.60709258779525,0.140583
Q3YEC7;G8JLF3;B3KXX7;Q9NW45;Q9NWD6;F2Z2T0;B3KSV0;G3V154;B1AMX5;H0Y4Z8;H0Y7H6,RABL6,-0.59537192509702,0.176541
Q969F1,GTF3C6,-0.66278015846618,0.162321
E9PEB9;E7ERU2;Q03001;F8W9J4;J3QTQ0;E9PHM6;E7ERU0;F6QMI7;B4DSS9;E7ETB9;Q6P0N6;B4DGY0;Q5T0V7,DST,0.86475979616674,0.147684
A8MU27;B4DUW4;A8MUA9;P55854;Q6EEV6,SUMO3;SUMO4,1.5322889385974,0.0155109
J3KN32;Q9UKL0;B4DV59;E9PQE5;E9PR63,RCOR1;RCOR3,-0.62165903246962,0.101019
Q96KP1;B2RBE6;B3KPN7;B4DZI7;G8JLK9;Q2MDF5,EXOC2,0.80473383776107,0.11357
Q9BW61,DDA1,2.0813763390269,0.000224682
L7RRS6;P04049;H7C155,RAF1,1.10311697848432,0.160361
Q96CD0;J3QRK9,FBXL8,0.83094069050514,0.165962
B2R623;O60942;B4DIQ0;Q5TCW7;B4DSJ8,RNGTT,-0.62663788144318,0.183962
P56589;B4DV31;Q7Z6V3,PEX3,3.52635635249926,1.54155e-8
Q9BU68,PRR15L,-0.67149401480005,0.157419
Q9UK76;J3KT51;F5GY98;J3KSH8,HN1,-0.82408955403787,0.0753114
F8VZX2,PCBP2,-0.64880008947667,0.140156
B2R7A1;O15297;Q6P991;Q8NEA7,PPM1D,1.55855563366189,0.03611
Q9Y2S6,TMA7,1.01946391675113,0.0406752
O14965;A3KFJ0;B4DX16;Q5QPD4;A3KFJ1;Q5QPD2;Q5QPD1;A3KFJ2,AURKA,-0.72394765977936,0.0986618
A3R0T8;B2R984;P10412;Q4VB24;A3R0T7;Q02539;A1L407;P22492,HIST1H1A;HIST1H1E;HIST1H1T,-1.01082109367268,0.00749955
Q0PHS4,,-0.66290339200524,0.129803
D3DQ69;Q5VU21;Q63HR1,SERBP1,-0.70067325211466,0.141783
B2RAM6;P52732;Q59GZ5,KIF11,-0.63410831969398,0.146937
P16401;Q14463,HIST1H1B,-0.52480060401222,0.198571
B7Z2A4;P18433;J3KP22;Q59EV9;B7Z4Q5;B7Z4F4;Q5JWG0,PTPRA,1.74577330724246,0.00566166
Q6P1R4;B4DPG7;Q9BTJ3;H0YGW8;J3QLE4;J3QQZ0;J3QKP9;F5H0Q0;J3KT57,DUS1L,1.1187935082903,0.0553916
Q8N3J5,PPM1K,1.34881816694707,0.0755624
Q9P203;H0YJ41;B4E0F4;E7ERI4,BTBD7,-0.89454778676705,0.0934339
Q9UKG9;C9J3D7;B4DT97,CROT,1.02117160031906,0.0403451
Q59E99;P07996;B4E3J7;A0PJG0;A8MZG1;Q7KYY3;P35442;Q6MZL6,THBS1;THBS2,-0.66167153005029,0.130484
Q96EI5;A2RQR6;D6RD44;D6RCE9;D6RIH3;D6RHZ1;J3KQY4,TCEAL4,1.36295921868709,0.0319184
A7E2X2;O60503;I3NI20,ADCY9,2.50560366662949,5.90241e-7
O14910;H0YIA8;H0YI92;J3KN23,LIN7A,1.26182416054223,0.012444
Q9NPF4;G3V425;G3V4G4;G3V282;G3V445;G3V249;G3V4G5,OSGEP,0.70903317488059,0.152501
B9EGI2;Q6WCQ1;J3KSW8;Q8N236;H7C3G6;A8CGI0;A8CGI1;Q96EE5;J3QRL2;J3KSK7;K7EL39;J3QL44,MPRIP,0.82434006328036,0.169711
Q6PJW8,CNST,1.32092363047911,0.0471229
B2RBX8;O95926;B4E0Y8,SYF2,4.97718910922438,2.46032e-23
Q9NQS7;B3KPD3;E9PM67,INCENP,-0.55273044213357,0.159028
Q14694;J3KT19;Q6P2I0;H3BQP1;B4DDR4;H3BQC6;H3BNS8;H3BNA1,USP10,-0.62729902026575,0.183597
P56715,RP1,3.09965242636312,6.64967e-10
A8K509;O95070;A6NGW1;C9JST7;E9PIZ0;E9PS11,YIF1A,1.78323015918167,0.0148172
B4DFL0;Q5TZN6;H3BUN4;H3BUP2;H3BM67;O60936;H3BQJ5;J3QLT7,NOL3,-0.604574247109,0.166228
Q8NEZ4;A7MBM6;H7BY37,KMT2C,0.74607499763198,0.0735058
Q6NUQ2;Q96JQ2;A0PJD0;A1A4B9;B3KN65;G3V3D8,CLMN,-0.66512339763552,0.172095
P62891;Q59GN2,RPL39;RPL39P5,-0.77218577391237,0.0956789
S4R341,NOLC1,-0.56425120033131,0.00378822
B2RNB2;P78536;Q53RS1;E7EUI5;A6H8L4;A8K1B4;Q6P5T8;Q53S40,ADAM17,0.55987629929869,0.171844
O75935;Q8NB28;F8W786,DCTN3,0.89939086982841,0.0705238
H0UI06;D6RGV5;D6RIE3;P14406;Q496I0;D6R9C3,COX7A2,1.24438562071236,0.00347019
Q9Y2K6,USP20,1.30461455996038,0.0872839
Q9BW71;B3KQL0;B2R6A9,HIRIP3,1.71954176566928,0.000632102
B2RCN8;Q9Y692;B1AT47;B1AT46,GMEB1,1.70624494305582,0.0203481
Q5SNW6;Q59GJ6;P42898;L7P8G6,MTHFR,2.66541892959708,1.0669e-7
B7ZM99;Q6UB35;B2RD24;Q5JYA8;Q4VXM0,MTHFD1L,1.77267588290306,0.00684061
Q96BN8;D6RD57,OTULIN,0.84324961334427,0.193006
Q9H6R4;G8JLK7;B4DF80;B3KPN5,NOL6,0.66592188649345,0.107984
O00400;H7C562,SLC33A1,1.21177297628257,0.0164401
Q9BPZ7,MAPKAP1,1.32342959357037,0.0821303
Q86VX2,COMMD7,1.12672877101678,0.0535637
Q13530;Q53GK8;B4DHI5;B4DUE9;Q5H936,SERINC3,0.56940202618297,0.165166
B3KYA7;Q13188;E5RFQ9,STK3,2.96702138399662,7.94852e-12
Q14232;B4DGX0;F5H0D0;H0YGG4,EIF2B1,0.76866091672435,0.0447326
Q8NAV1;B2RDP2,PRPF38A,1.01245856708921,0.045587
Q96FJ2,DYNLL2,0.64055674366452,0.0824798
O60287,URB1,0.79314640251734,0.0578881
Q9H8M2;Q8NDF4;H0YBF1;H0YAW8;H0YBR9,BRD9,-0.6468487708095,0.196911
A8K9G4;B2RA06;Q92636;B4E3V9,NSMAF,1.30548085902455,0.0870313
Q9NZL9;A8K7A4;B7Z1X8;H7C0X7;E5RJR3;E5RFS9,MAT2B,0.53269254610902,0.192078
A8K1R1;Q6NUK4,REEP3,1.03004198708699,0.127996
Q8WUH2;B3KMM9,TGFBRAP1,0.95057227880189,0.0607893
Q96NX8;B7ZBM5;B7ZBM4;E9PND6;E9PLV7,STX16,0.97219851892338,0.130758
P13674;Q5VSQ6,P4HA1,0.73972621293638,0.0758772
Q9NP66;B4DMG1;H0YKL0,HMG20A,1.50923136808629,0.00840983
A8K9X5;Q9UNN5;B3KT28;B1ANM7,FAF1,0.73545473918525,0.148871
O43166;A6H8W6;J3KP19;F5GYF8;B4DYX7;Q5CZ77;H0YJY2,SIPA1L1,0.91971566921827,0.17816
Q6IPI1;P47914;Q5T1D1,RPL29,-0.53502774419348,0.16299
Q9UQ53;H0YC11;H0YB84;E5RFS3;H0YC13;H0YC79;H0YB63;H0YB89,MGAT4B,0.71909262620625,0.158353
B3KQS9;O00115;C0LQF2;B7Z4K6;K7ENE5,DNASE2,0.57570904280077,0.125864
Q9HC06;Q96RQ1;H0YI50;H0YI58;F8VPA6;F8VUZ2;F8VR88;F8W0R1;Q86TD3;H0YHJ8,ERGIC2,1.03586215137288,0.0407428
Q15048;E9PP40,LRRC14,1.09643437594045,0.163414
A8K683;Q13287;Q8WTW2;B4DQD4;A4UCT9;C9JW17,NMI,0.90825212420191,0.184082
B2RWP0;O60292;Q9P2F8;A7E2F9;Q8IUV1,SIPA1L2;SIPA1L3,0.94716496325064,0.141415
O43676;C9JKQ2,NDUFB3,0.85287085904642,0.0931448
P63272;J3QSB9;D3DTZ5,SUPT4H1,1.78560273466911,0.0064293
A8K6Q2;Q6UXK5,LRRN1,2.5559768531969,4.46873e-5
Q4G0I0;H3BP47,C16orf91,1.17725343293347,0.0789916
P22570;Q6GSK2;B4DDI9;J3QQX3;G3V0F2;B3KSQ6;J3QKZ8;J3QQW7;J3KS64,FDXR,0.68485705094839,0.098836
Q9BW85;M0R2S3,CCDC94,2.29271741200785,0.00132429
Q14542;G5E943;Q96FB2,SLC29A2,-0.75179188608291,0.117327
Q96G74;G5E9D7;H7BZQ3,OTUD5,2.44856774739154,0.000156446
P15309;A0PJ86;E9PFE6,ACPP,0.78637016168456,0.11312
P18074;E7EVE9;A8MX75;K7EKF3;Q2TB79;Q6ZNQ5,ERCC2,0.98509506352818,0.125509
Q13190;F8W8Q9;E9PNU4;B4DKR0;E9PRW9;E9PP18;H7C3X5;H0YEJ8,STX5,2.02693209198838,5.21815e-5
P13473;B4E2S7;B7Z2R9;B4DF49;H0YCG2,LAMP2,0.59601204445271,0.17346
Q9HBH1,PDF,0.92000366514936,0.0643994
B4DQL2;Q9HD23;H7BZ29,MRS2,1.80232559187479,0.0136698
H0Y7U1;Q5H964,HUWE1,2.08036440559151,0.000933452
Q9UNK0;K7EQB1;I3L305,STX8,0.50229657279157,0.177214
Q96FE7;C9JMK5,PIK3IP1,1.25863958132055,0.0481573
Q13601;B4DMS5,KRR1,0.56851001612745,0.194686
Q9Y5J7;G3V502;G3V2F3,TIMM9,0.73337277589655,0.0548579
Q96FK6;G3V4B8,WDR89,1.6758712940123,0.0107602
Q96J65,ABCC12,0.75019950201965,0.140746
A8K140;B3KPP7;Q7Z3C6;B4DYN3;H7C152;H7C1G6,ATG9A,4.7864491383548,4.17741e-18
P28072;Q6IAT9;I3L3X7,PSMB6,0.50608332016575,0.154391
D3DR65;B2RDK6;O75477;B0QZ43;B4DPN7,ERLIN1,1.08530694019212,0.0122199
Q92990;B4DJ85;M0QXG8;M0QX84,GLMN,1.25841184216064,0.0481941
P54868;B7Z784;B7Z7M8,HMGCS2,0.77524779620946,0.0430515
P52655;J3KNC0,GTF2A1,1.36507602658052,0.0316471
O76061;Q6FHC9;B3KNF2;H0YB13;E5RG57,STC2,0.72419041045052,0.144039
Q8TF68;D3DUR9;F8W6Q3;B4DQU6;E9PHB3;F5H8L7;F5H105;B1NY96;F5H6N8;F5GYZ1;A5Z1Y2;F5H3Z9;F5H0D6,ZNF384,1.43991491221634,0.0296561
B7Z6G2;B1ALK7;Q14155;Q5W9H1;E7EUY6;B7Z344;E9PDQ5;Q5ZEZ3;B7Z6D9;E7EU80,ARHGEF7,0.69736782244106,0.159209
B2R6E2;Q53EL6;B4DKX4;Q5VZS7,PDCD4,0.92105230727358,0.0286998
Q96S15;B4DVM5,WDR24,2.85803333376353,9.31833e-6
Q7Z2K6;E7ER77;D3DRI3;B3KSB1;Q6ZMD3,ERMP1,0.58736052267107,0.118877
A8KA30;B0YJ56;B3KU11;B7ZLX8;Q9BXW6;Q6DKJ0;B2RB91;Q6GSK5;J3QSB8;E7ER58;Q8IVZ3;J3KSG6;J3KTA6;J3QLA2,OSBPL1A,0.72875367179458,0.152691
Q8TAE8;Q7LAX7,GADD45GIP1,0.59897004810451,0.145612
Q5JSP0;A8K9G1;F8W7P2;Q9NXY1;B4DXH4,FGD3,1.07616189505868,0.172882
A8K5A5;Q92613;F2Z3N8;F2Z2B6,JADE3,1.2355370787689,0.108505
Q59H05;O15438;Q96QA9;D3DTY0;H0Y8Q6;Q86VN9;Q2M3C9;H0Y9T4,ABCC3,0.74002917038996,0.0757647
A8QI98;Q9Y2L1;G3V1J5;Q49AG4;F2Z2C0;B3KM83,DIS3,0.79953324199039,0.0372321
J3KN00;Q9P0J0;B4DF76;B4DQP1;E7ENQ6;K7EJE1;B4DEZ3;U3KPW7;K7EP87,NDUFA13;YJEFN3,0.65283718914521,0.0852531
P10586;H0Y6Z7;Q59FI2;Q5W9G3;H0Y7Z9;H0Y4H1;F2Z3B8;B3KWM1;Q7Z3X4;H0Y380;B3KXA8;B3KXJ7;B4DWI5;A2A437;Q308M3;G1UI20,PTPRF,0.53280015571176,0.13723
O14981;Q2M1V9;Q59HB6;Q8N6J1;B4E0W6;Q05C17,BTAF1,1.13543578808519,0.0247208
B4DL49;E9PQM1;E9PSG5;E9PLY3;E9PHZ5;E9PNL5;E9PKQ7;Q5HYG5;R4GMQ5;E9PCB3;E9PJ67;E9PR54;E9PS78,CTSB,0.54536206218077,0.013147
F6XEV2;H9KVB8;Q9BPX6;E9PQV6;S4R3V1;S4R3D7;S4R3W3,MICU1,1.2944162227862,0.041943
Q12873;B4DLC6;Q2TAZ1;B4DKV1;B3KWV4;H7C2H0;K7EPV1;H7C0J3;H7C3H7;I3L229,CHD3,0.56414697077645,0.198251
P46199;Q8IWH1;Q6P1N2;H7C213,MTIF2,0.71179226606435,0.150914
Q6PCE3,PGM2L1,0.97227786963036,0.0550406
P51648;Q59H65;J3QRD1;Q68D64;I3L1M4;I3L0X1;C9JGJ2;J3KTG1;J3QS00;J3QKK9;K7EN73;Q8N9T9;Q6PKA6;P43353;S4R3R5;P30838;Q59F10;S4R374;B3KSJ6;E9PNN6;A8MYB8;P48448;I3L3I9;C9JMC5;B4DSX1;C9JKT2;E9PJV0,ALDH3A1;ALDH3A2;ALDH3B1;ALDH3B2,0.57364463373917,0.113898
B3KW93,ATP1A2,0.95427289125464,0.013147
A1L170;F8W6W0,C1orf226,0.78695674231508,0.112849
Q8IY37;F5H3Y4,DHX37,4.41413356146748,1.26839e-12
P62068;H7BZK6;O75317,USP12;USP46,1.16602348848111,0.0821092
Q3KQZ2;O43760;K7ELS8;K7ENG9;K7ELD9,SYNGR2,0.90814843389814,0.0678813
B2KLH3;H9PBP8;I7GW39;B9ECT8;B9ECW4;B9ED81;B9EDR3;B9EE04;B9EEA8;B9EF31;B9EFR5;B9EFS8;B9EFW7;A1DT08;A1DT60;A1DT73;A1DT86;A1DTD8;A1DTL6;A1Z412;A1Z4B6;A1Z552;A1Z5D0;A4ZKW0;A4ZKZ9;A4ZL12;A4ZL38;A4ZLB6;A4ZLC9;A4ZLE2;A4ZLF5;A4ZLI1;A4ZLM0;A4ZLP6;A4ZMC6;A4ZMX1;A4ZMZ7;A7IZ65;A7LDE8;A7LEI8;A7XSF7;A7XSL3;A7XT66;A7XT95;A7XTP7;A7XTV3;A7XTX6;A7XU66;A8QJP7;A9QXT2;A9UJA1;B0FZC1;B1W6T3;B1W913;B1W926;B1W9N4;B1WA27;B2CB20;B2CB59;B2KLF7;B2KLH0;B2KLR1;B2KLW3;B2Y8L2;B2Y8N8;B2YAP0;B2ZUL3;B2ZW21;B3DDK9;B3DEV1;B3GTF4;B4YGJ6;B5B0I2;B5B695;B7TCQ9;B8RF24;B8RFE1;B8RFN2;B8RFZ9;B8X4L0;B8X617;B8X669;B8X6H3;B8YQL0;C3W5M2;C4PKA1;C4PKX8;C7FH94;C7SJS6;C7SJV2;C7SK69;C7SK95;C7SL96;C8XV35;C8XV61;C8XX76;C8Y092;C8Y0Y9;C8Y747;C8YAU7;C8YC39;C8YCJ5;C8YCN4;C8YCX5;C8YG56;C8YGU0;C8YID6;C9D4X8;C9D543;C9D5U0;C9D670;C9D6A9;D1MLZ8;D2Y5Y5;D2Y611;D2Y669;D2Y6T0;D3K5Y6;D3YNI6;D3YRP1;D4IH29;D5I7N6;D5I816;D5K760;D6BZ89;D6C113;D6C3F8;D6C3T8;D6N5Q1;D6N720;D6R5D7;D6R5U3;D6R6B2;D7NM63;D7NUG4;D7NUQ5;D7NUT1;D7NUV7;D7NUX0;D7NV35;D7NV48;D7PA24;D7SFE9;E0YM42;E1B2Z5;E1B4S4;E2FPA9;E2FPN9;E2FQU2;E2J112;E2JJL6;E2JK12;E2JKR7;E3T7L3;E3W661;E3W689;E5DYL6;E5DZZ7;E5E150;E5E1Q8;E5EWJ7;E5EWW4;E5EY82;E5FFF1;E5FW64;E5FWB6;E5Q398;E5Q914;E7CM40;E9JWK5;E9JXB5;E9JY77;E9K902;E9K9A6;E9K9H1;E9K9I4;E9L9A4;E9LAK9;E9LBL0;E9LBL3;E9LBX7;E9LBZ0;E9LCM4;F1AJX2;F1AKE1;F1AKQ8;F1AZ57;F1AZM6;F1B6A7;F1B6H2;F1B7N1;F2WE36;F2WE75;F2WFC8;F2WFE1;F2WG64;F2WHS3;F2WIB8;F2WJ93;F2WN02;F2WN67;F2YTI2;F2YTU9;F5BAA0;F5BAB3;F5CUR7;F5CV08;F5GSA8;F5GSU4;F8RZP1;F8V7C6;F8VA28;F8VAM3;F8VAP6;G1FI52;G3EBE1;G3M8T7;G3MD40;G4W1A3;G4W1N3;G4W278;G4W3B8;G4W3I3;G5D872;G5D8L5;G9AZ54;G9B003;G9IEG7;G9IEL9;G9IF12;G9IFJ4;G9IGD0;G9LB42;G9LBA7;G9LCA8;G9LD31;G9LDR5;G9LDW7;G9LEG2;G9LEK4;G9LF33;G9LFU3;G9LH87;G9LI10;G9LIF3;G9LJ24;G9LJF4;G9LJN2;G9LK77;G9LKB6;G9LKF5;G9LKG8;G9LKP6;G9LKS2;G9LL65;G9LLU9;G9LMI3;G9LMN5;H6TWM3;H6TX03;H6WHL5;H9A6S6;H9A782;H9E7B4;H9E7F3;H9E7L8;H9E7P4;H9E837;H9EC11;H9LJY5;H9LK99;H9LMN8;H9M449;H9M4A1;H9M4P4;H9M5E1;H9M5J3;H9NPM6;H9NRW9;H9NRZ5;H9NSH7;H9NSX0;H9NXA4;H9NYB8;H9NZ28;H9NZE5;H9P068;H9P2W7;H9P319;H9P5Q5;H9PAA4;H9PC41;H9PEI6;H9PG97;H9PGB0;H9PIG4;H9PJ22;H9PLN2;H9PPW3;H9PRF9;H9PU06;H9PWJ0;H9PWU4;H9PZS1;H9Q1E3;H9Q3H1;H9Q7V5;H9QBC7;H9QF27;H9QH29;H9QHS6;H9QIG0;H9QK71;H9QL59;H9QMJ0;H9QNX1;H9QPX2;H9QQX3;H9QRX4;H9QSE3;H9QXH4;H9R3P5;H9R3Q8;H9R5U9;H9RBZ4;H9RIY8;H9RJI3;H9RKP9;H9RQ96;H9RQA6;H9RXW3;H9RZK6;H9RZT3;H9S213;H9S252;H9S3J6;H9S4X7;H9S581;H9S7Z9;H9SCZ1;H9SEQ2;H9SEZ3;H9SFM7;H9SGH6;H9SGT0;H9SH08;H9SJ23;H9SK11;H9SKJ3;H9SR56;H9SRH3;H9ST19;H9STC3;H9SWR9;H9SYU7;H9T202;H9T697;H9T6V3;I1E4L2;I3PXS6;I3PY17;I3PYG0;I3PZI7;I3Q1H6;I3Q260;I3Q2C5;I3Q3F2;I3Q3Q6;I3Q3Y4;I3Q5S1;I3Q7M1;I3QA29;I3QAX8;I6QF59;I6U1P4;I6ZSC0;I7GW26;I7H289;J7HM29;J7HPZ1;J7HRB4;J7HRQ6;J7HTB4;J7HW07;J9V3D9;K4GWK9;K4GXR8;K7DXU7;K7WIJ2;K9JRH9;K9M5K3;K9R325;K9R3X6;K9R480;K9R4C6;L7NVE3;L7SBV1;L7SCW4;L7SDN4;L7SE48;L7SFT3;L7SLA1;L7SMD9;L7XI03;L7XK05;L7XKN1;L7XMU6;L7XRW4;L7XUC5;L7XWW6;L7XWY6;M4Q9T4;M9ZUG1;N0BLF8;N0BM85;N0BMQ2;N0BNH8;N0BNV5;Q0ZFL4;Q15H14;Q15H53;Q15HD1;Q15HJ6;Q15HK9;Q1ADG7;Q1ADI0;Q2HJZ5;Q2HK97;Q2HKD8;Q2HLC6;Q3S981;Q3S994;Q4G7D5;Q4G8P0;Q4G985;Q4G998;Q4G9L5;Q4G9P1;Q4GA99;Q4GAQ5;Q4GB09;Q4GB22;Q4GBH8;Q4GBL7;Q4GCS0;Q4GDB5;Q4GDF4;Q4GDL9;Q4GE64;Q4GEA3;Q4GEU8;Q4GFM1;Q4GG92;Q4GGB8;Q4GGJ6;Q4GGY9;Q4GHR2;Q4GHW4;Q4GIF9;Q4GJM5;Q4GJV3;Q4GK96;Q4GLU2;Q4GM46;Q4GMZ5;Q4GN21;Q4GN34;Q4GNK3;Q4GP48;Q4GPT2;Q4GQE0;Q4GQN1;Q4GQQ7;Q4GRF4;Q4GS38;Q4GS64;Q4GTI2;Q4GU53;Q4GUR1;Q4GUY9;Q4VFA8;Q4VFD5;Q4VFF9;Q4VFL3;Q4VFQ0;Q4ZEA0;Q4ZEQ6;Q4ZEU5;Q4ZF49;Q4ZF88;Q4ZFC7;Q5XTI1;Q6VHA3;Q6VHB3;Q6VHF3;Q6VHH3;Q6VHJ3;Q6VHS6;Q6VI47;Q6VI95;Q6VIA4;Q6VIH9;Q6VIL5;Q6VIN3;Q6VIV3;Q6VJ80;Q6VJC0;Q6VK00;Q6VKB6;R4I9E9;R4IAM6;R4IAM8;R9XZB5;R9Y0B8;R9Y258;R9Y2B3;R9Y2G6;R9Y305;R9Y3S7;R9Y3Y7;R9Y450;R9Y4P5;R9Y4P9;R9Y4U8;R9Y4X7;R9Y555;R9Y5H2;R9Y5N5;R9Y643;R9Y6F7;R9Y9L3;R9Y9N2;R9YB82;S4V6T1;S5NHW2;S5RM01;T1Q4W1;T1Q4Z3;T1Q526;T1Q5E9;T1Q5R8;T1Q603;T1Q660;T1Q6H3;T1Q6K6;T1Q749;T1Q7E5;T1STS8;T1SWB9;T1SWF3;T1WTA1;T2HLX9;T2HMI4;T2HMZ1;B9EFL3;T2HNB6;A0S2J8;A0S330;A0S3I6;A0S4I7;A0S4R5;A0S9T8;A0SAT9;A0SB69;A0SBS7;A0SBW6;A0SC83;A0SCE8;A0SCZ3;A1DUW3;A1DV02;A1E1L5;A4GWW9;A4ZYF4;A6YV64;A6YVN3;A6YW38;A6YWC7;A6YWG6;A6YWY5;A6YY37;A6YYH9;A6YYU6;A6YZ50;A6Z025;A6Z2W2;A6Z2Y8;A6Z4Y8;A6Z6A5;A6Z903;A6Z9H2;A6ZA95;A6ZAN7;A6ZB95;A6ZC44;A6ZCE8;A6ZDK0;A6ZEQ1;A6ZFI6;A6ZGZ0;A6ZH67;A6ZHB8;A8JL43;A8JLE7;A8JMK3;A8JN36;A8QL47;B2D3N5;B2D597;B2D5J6;B2D647;B2XF03;B2XGQ9;B2XGU8;B2XGY7;B2XH13;B2XHJ4;B2XHT5;B2XI26;B2XJP6;B2XKA3;B2XKB6;B2XKE2;B2XLB7;B2XLJ5;B2XMA4;B2XMD0;B2XMS3;B2XN13;B2XNG6;B2XPV8;B2XQ22;B2XQU2;B2Z4H6;B4F447;B4YC62;B5M7J0;B5M7X0;B7TNY2;B7ZIW0;B7ZJ12;B8R3C3;C7AB29;C7B2P7;C7B2W2;C7B379;C7B3D1;C7B3R1;C7BWW0;C7SDW7;D1G3Z1;D1G469;D8L3H7;D8L461;D8L487;D8L4A0;D8L4K4;L7P4X8;Q06T85;Q06TW9;Q06U73;Q06UL6;Q0ZDA1;Q0ZK09;Q0ZK87;Q15IN4;Q2LHI0;Q2LHQ8;Q305A9;Q305I7;Q305N9;Q306D2;Q4EWE8;Q4EWG1;Q4EWK0;Q4EWL3;Q4EXD6;Q4EY59;Q4EYI9;Q4EYM8;Q4EZ08;Q4EZ60;Q4EZ86;Q4EZ99;Q4F061;Q4F0B3;Q4F0F2;Q4F0J1;Q4F1H9;Q4F1P4;Q4F1U6;Q4F224;Q4F250;Q4F2K6;Q4F2U7;Q4F2Y6;Q4F2Z9;Q4F325;Q4F3A3;Q4F3E2;Q4F4A4;Q4F4E3;Q4F4I2;Q4F553;Q4F5R1;Q4F5S4;Q4F5Y9;Q5GNC2;Q5S8P3;Q5S8Q6;Q5S8X1;Q5S9P4;Q5SA37;Q5SA63;Q5SAF4;Q5SAK6;Q5SAW0;Q6PZ07;Q6R112;Q6RLD5;Q6RLQ6;Q6RM70;Q6RN86;Q6RNC6;Q6RNH7;Q6RNW0;Q6WQ82;Q6XB24;Q6XB34;Q6XB68;Q7GXV8;Q7HZN7;Q7Y757;Q7Y784;Q7Y7L1;Q7Y7L3;Q7YCC2;Q7YCC5;Q7YCC9;Q7YCE1;Q7YCE7;Q7YCF5;Q7YCF9;Q7YCG2;Q7YCG3;Q7YCG5;Q7YCH0;Q7YCH2;Q7YED9;Q7YEE2;Q7YEF6;Q7YEF8;Q7YEG2;Q7YEH0;Q7YEH1;Q85BA9;Q85KS7;Q85KU0;Q85KU6;Q85KW3;Q85KW7;Q85KX0;Q85KX2;Q85KX6;Q85KY0;Q85KY2;C7B3Y8;Q9MJW3;Q150D3;Q9G345,,1.84346652734872,1.87483e-5
A8K946;O43148;Q05D80;K7EP06;B7Z3U8;F5H2D9;Q05DQ2;B7Z8S9;K7EPP5,RNMT,0.56275116673794,0.169784
B4DL07;E7EUE1;P28288;F5GYC1;B4DZ22,ABCD3,0.57178675491669,0.192042
P21953;B4E2N3;B7ZB80;Q5T2J3;Q6LCK9,BCKDHB,0.90773359814202,0.0309965
Q9Y6X4;D6RB01,FAM169A,2.41546554673912,0.000680854
D3DQS4;Q8N3X1;B3KNP0;Q7Z666,FNBP4,1.84823040273169,0.000223311
G3V145;Q8N3Y7;B3KT84,SDR16C5,1.20466467917571,0.0718305
B4DX69;Q99757;M0QXH0;F8WDN2,TXN2,0.58614256639196,0.180893
Q9UFF9;B7Z5Z0;B7Z8R1;E5RIL2;B0AZS3;B7Z9U0,CNOT8,5.35951655957441,8.25746e-27
O76027,ANXA9,1.57340926034873,0.00589699
Q9HAB8;Q5VVM3,PPCS,0.63673198654437,0.123334
P05023;B7Z3V1;B7Z9V4;P13637;Q53ES0;M0R116;B7Z3F8;B7Z1Q9;B2RAQ4;P50993;B1AKY9;B3KRI1;B7Z1N5;B3KV59;B4DIQ8;H0Y7C1;B3KX35;B3KSY7;Q13733;B3KNQ8;E9PRA5;B4DHD7;Q58I23;P20648;Q53FM3;Q658V6;B4E0R9;B4DRW5;Q5TC01;Q5TC05;Q5TC02;M0QXF2;Q58I21;Q58I22,ATP12A;ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP4A,0.54362758845995,0.119461
P11279;B3KRY3;B4DWL3;Q59FZ0,LAMP1,0.52435535067855,0.142463
Q7L8J4;B4DQ94;B4DSF1;Q96MW4,SH3BP5L,1.35514555286792,0.0740015
Q92667;B4DN86;I3L0W0;I3L2N7;I3L2A2;I3L0K6;I3NI36;I3L364;I3L3K1,AKAP1,1.17892181558888,0.0648028
Q53HG1;Q9UI09;Q15706;F8VRD8;F8VXI1;H0YID5,NDUFA12,0.68357333118356,0.167477
P04040;B4DWK8;Q8TAK2,CAT,0.49990415716317,0.158599
A8K333;Q8IYB5;B2RDK5;E7ETU6;B4E0I1,SMAP1,1.73084230679658,0.000581455
B4DIR5,MROH1,0.84366172207189,0.013147
O94874;B7ZAY8,UFL1,0.54490863192356,0.145789
Q9H845;Q9H9W4;H0Y8Z9;Q9BUX5;Q59FN3;B4DGH4;D6RCD8,ACAD9,0.51027008450612,0.151588
Q9H490;B4DXB6;E7EVL4,PIGU,1.11976094241418,0.00830574
D9ZGF8;Q13464;Q49AA3;J3KRH6,ROCK1,0.5602458691348,0.135609
